Token,Symbol,Name,exch_seg
17044,SHARIABEES-EQ,SHARIABEES,NSE
14567,BFUTILITIE-EQ,BFUTILITIE,NSE
11880,JSWHL-EQ,JSWHL,NSE
6568,LAXMICOT-EQ,LAXMICOT,NSE
6066,ATGL-EQ,ATGL,NSE
13900,CREST-EQ,CREST,NSE
17333,MHRIL-EQ,MHRIL,NSE
2717,PRECWIRE-EQ,PRECWIRE,NSE
559,BSL-EQ,BSL,NSE
3766,WHEELS-EQ,WHEELS,NSE
18131,YASHO-EQ,YASHO,NSE
8696,VRLLOG-EQ,VRLLOG,NSE
18921,VBL-EQ,VBL,NSE
578,LIKHITHA-EQ,LIKHITHA,NSE
21478,UTINEXT50-EQ,UTINEXT50,NSE
7936,AVANTIFEED-EQ,AVANTIFEED,NSE
8119,RPSGVENT-EQ,RPSGVENT,NSE
8591,AKSHOPTFBR-EQ,AKSHOPTFBR,NSE
11037,BANKIETF-EQ,BANKIETF,NSE
20825,HUDCO-EQ,HUDCO,NSE
30108,ABFRL-EQ,ABFRL,NSE
8652,VETO-EQ,VETO,NSE
13423,ELIN-EQ,ELIN,NSE
15007,MANGCHEFER-EQ,MANGCHEFER,NSE
14223,TIIL-EQ,TIIL,NSE
24225,RELAXO-EQ,RELAXO,NSE
25780,APLAPOLLO-EQ,APLAPOLLO,NSE
17747,NIITMTS-EQ,NIITMTS,NSE
9168,UTISXN50-EQ,UTISXN50,NSE
13560,GRINDWELL-EQ,GRINDWELL,NSE
23127,SCILAL-EQ,SCILAL,NSE
19299,ITDC-EQ,ITDC,NSE
16589,VAISHALI-EQ,VAISHALI,NSE
19531,BAJAJCON-EQ,BAJAJCON,NSE
4749,CONCOR-EQ,CONCOR,NSE
23799,GODIGIT-EQ,GODIGIT,NSE
13091,EKC-EQ,EKC,NSE
13987,ABSLBANETF-EQ,ABSLBANETF,NSE
1247,GSFC-EQ,GSFC,NSE
13139,EBBETF0433-EQ,EBBETF0433,NSE
3715,VLSFINANCE-EQ,VLSFINANCE,NSE
937,ELGIEQUIP-EQ,ELGIEQUIP,NSE
9158,BALAJITELE-EQ,BALAJITELE,NSE
5701,CUB-EQ,CUB,NSE
10406,STEELCITY-EQ,STEELCITY,NSE
5688,ARCHIES-EQ,ARCHIES,NSE
11571,PPLPHARMA-EQ,PPLPHARMA,NSE
4010,PVP-EQ,PVP,NSE
11411,RKFORGE-EQ,RKFORGE,NSE
11265,TVSELECT-EQ,TVSELECT,NSE
20329,CGCL-EQ,CGCL,NSE
18593,EMSLIMITED-EQ,EMSLIMITED,NSE
11262,IGL-EQ,IGL,NSE
2183,SUNDARMHLD-EQ,SUNDARMHLD,NSE
11677,INDOCO-EQ,INDOCO,NSE
20160,CANTABIL-EQ,CANTABIL,NSE
17616,PSUBANKADD-EQ,PSUBANKADD,NSE
15409,NESCO-EQ,NESCO,NSE
3799,WSTCSTPAPR-EQ,WSTCSTPAPR,NSE
24265,ESTER-EQ,ESTER,NSE
1145,GIPCL-EQ,GIPCL,NSE
2085,MAHSCOOTER-EQ,MAHSCOOTER,NSE
13839,DONEAR-EQ,DONEAR,NSE
1336,HEG-EQ,HEG,NSE
18268,AEROFLEX-EQ,AEROFLEX,NSE
14912,KPRMILL-EQ,KPRMILL,NSE
5020,SVPGLOB-EQ,SVPGLOB,NSE
13982,JASH-EQ,JASH,NSE
22233,DHUNINV-EQ,DHUNINV,NSE
10508,MOHEALTH-EQ,MOHEALTH,NSE
11236,JSL-EQ,JSL,NSE
15883,HINDWAREAP-EQ,HINDWAREAP,NSE
3744,FINEORG-EQ,FINEORG,NSE
17999,UNITEDTEA-EQ,UNITEDTEA,NSE
23621,JNKINDIA-EQ,JNKINDIA,NSE
5194,ANTGRAPHIC-EQ,ANTGRAPHIC,NSE
24870,INVENTURE-EQ,INVENTURE,NSE
2739,PRSMJOHNSN-EQ,PRSMJOHNSN,NSE
29577,NIF100BEES-EQ,NIF100BEES,NSE
16669,BAJAJ-AUTO-EQ,BAJAJ-AUTO,NSE
16725,RPGLIFE-EQ,RPGLIFE,NSE
245,ADL-EQ,ADL,NSE
15083,ADANIPORTS-EQ,ADANIPORTS,NSE
8050,MAHLIFE-EQ,MAHLIFE,NSE
16915,ZFCVINDIA-EQ,ZFCVINDIA,NSE
13761,BBL-EQ,BBL,NSE
1594,INFY-EQ,INFY,NSE
19447,CAPTRUST-EQ,CAPTRUST,NSE
11435,SPANDANA-EQ,SPANDANA,NSE
22477,NOVAAGRI-EQ,NOVAAGRI,NSE
23693,INDGN-EQ,INDGN,NSE
2168,RAJMET-EQ,RAJMET,NSE
13001,DHARMAJ-EQ,DHARMAJ,NSE
278,AUTOAXLES-EQ,AUTOAXLES,NSE
15058,AVALON-EQ,AVALON,NSE
20854,HAPPYFORGE-EQ,HAPPYFORGE,NSE
14423,LAOPALA-EQ,LAOPALA,NSE
6407,LAMBODHARA-EQ,LAMBODHARA,NSE
163,APOLLOTYRE-EQ,APOLLOTYRE,NSE
9678,SOUTHWEST-EQ,SOUTHWEST,NSE
11909,SWELECTES-EQ,SWELECTES,NSE
10822,MOQUALITY-EQ,MOQUALITY,NSE
31163,RHIM-EQ,RHIM,NSE
13121,KERNEX-EQ,KERNEX,NSE
3980,TNPL-EQ,TNPL,NSE
16657,ANIKINDS-EQ,ANIKINDS,NSE
19233,AARTISURF-EQ,AARTISURF,NSE
19556,BHANDARI-EQ,BHANDARI,NSE
13342,VAKRANGEE-EQ,VAKRANGEE,NSE
21614,ABCAPITAL-EQ,ABCAPITAL,NSE
11999,FCSSOFT-EQ,FCSSOFT,NSE
2313,MURUDCERA-EQ,MURUDCERA,NSE
20314,NRAIL-EQ,NRAIL,NSE
2088,MAHSEAMLES-EQ,MAHSEAMLES,NSE
3757,VENKEYS-EQ,VENKEYS,NSE
13106,NAHARINDUS-EQ,NAHARINDUS,NSE
438,BHEL-EQ,BHEL,NSE
17364,VINATIORGA-EQ,VINATIORGA,NSE
15337,RAIN-EQ,RAIN,NSE
11817,MANGALAM-EQ,MANGALAM,NSE
29962,JUSTDIAL-EQ,JUSTDIAL,NSE
426,BHARATGEAR-EQ,BHARATGEAR,NSE
3482,CLSEL-EQ,CLSEL,NSE
5926,INTELLECT-EQ,INTELLECT,NSE
2841,LXCHEM-EQ,LXCHEM,NSE
15068,RELIGARE-EQ,RELIGARE,NSE
14769,091NSETEST-EQ,091NSETEST,NSE
10859,DREAMFOLKS-EQ,DREAMFOLKS,NSE
21713,LASA-EQ,LASA,NSE
13,ABB-EQ,ABB,NSE
15239,BIRLAMONEY-EQ,BIRLAMONEY,NSE
12578,FINIETF-EQ,FINIETF,NSE
15067,BLAL-EQ,BLAL,NSE
13198,COMMOIETF-EQ,COMMOIETF,NSE
324,ANGELONE-EQ,ANGELONE,NSE
21578,COMSYN-EQ,COMSYN,NSE
10794,CANBK-EQ,CANBK,NSE
22433,HDFCNIFBAN-EQ,HDFCNIFBAN,NSE
8146,DEVIT-EQ,DEVIT,NSE
3384,SWARAJENG-EQ,SWARAJENG,NSE
14299,PFC-EQ,PFC,NSE
2319,NCC-EQ,NCC,NSE
22365,ITIETF-EQ,ITIETF,NSE
1073,FOSECOIND-EQ,FOSECOIND,NSE
7780,BCONCEPTS-EQ,BCONCEPTS,NSE
1190,FMGOETZE-EQ,FMGOETZE,NSE
30835,PILITA-EQ,PILITA,NSE
24190,SYMPHONY-EQ,SYMPHONY,NSE
10285,AYMSYNTEX-EQ,AYMSYNTEX,NSE
3103,SHREECEM-EQ,SHREECEM,NSE
17702,MIDSELIETF-EQ,MIDSELIETF,NSE
17963,NESTLEIND-EQ,NESTLEIND,NSE
4244,HDFCAMC-EQ,HDFCAMC,NSE
2489,ISEC-EQ,ISEC,NSE
9683,KPITTECH-EQ,KPITTECH,NSE
1442,SANOFI-EQ,SANOFI,NSE
7979,MAKEINDIA-EQ,MAKEINDIA,NSE
15141,COLPAL-EQ,COLPAL,NSE
14947,MOTILALOFS-EQ,MOTILALOFS,NSE
4014,NAVA-EQ,NAVA,NSE
8882,TNIDETF-EQ,TNIDETF,NSE
404,BERGEPAINT-EQ,BERGEPAINT,NSE
29124,PCJEWELLER-EQ,PCJEWELLER,NSE
14607,TGBHOTELS-EQ,TGBHOTELS,NSE
11593,HDFCSENSEX-EQ,HDFCSENSEX,NSE
6198,FCL-EQ,FCL,NSE
17400,NHPC-EQ,NHPC,NSE
1859,KESORAMIND-EQ,KESORAMIND,NSE
13577,VOLTAMP-EQ,VOLTAMP,NSE
8529,GMRP&UI-EQ,GMRP&UI,NSE
18889,KSL-EQ,KSL,NSE
926,ORCHPHARMA-EQ,ORCHPHARMA,NSE
347,BANARBEADS-EQ,BANARBEADS,NSE
4963,ICICIBANK-EQ,ICICIBANK,NSE
17295,NAGAFERT-EQ,NAGAFERT,NSE
936,DPABHUSHAN-EQ,DPABHUSHAN,NSE
13880,BANCOINDIA-EQ,BANCOINDIA,NSE
1482,IFBAGRO-EQ,IFBAGRO,NSE
2202,MIRCELECTR-EQ,MIRCELECTR,NSE
24145,RETAIL-EQ,RETAIL,NSE
7211,JETFREIGHT-EQ,JETFREIGHT,NSE
4684,SONACOMS-EQ,SONACOMS,NSE
14535,GOLDSHARE-EQ,GOLDSHARE,NSE
11369,TTKHLTCARE-EQ,TTKHLTCARE,NSE
18292,IVZINGOLD-EQ,IVZINGOLD,NSE
4529,NEXT50IETF-EQ,NEXT50IETF,NSE
5306,FMCGIETF-EQ,FMCGIETF,NSE
6733,JINDALSTEL-EQ,JINDALSTEL,NSE
3499,TATASTEEL-EQ,TATASTEEL,NSE
14019,TIDEWATER-EQ,TIDEWATER,NSE
13644,BANKETFADD-EQ,BANKETFADD,NSE
1838,KARURVYSYA-EQ,KARURVYSYA,NSE
25,ADANIENT-EQ,ADANIENT,NSE
10791,NUCLEUS-EQ,NUCLEUS,NSE
7339,ABSLNN50ET-EQ,ABSLNN50ET,NSE
15288,HERCULES-EQ,HERCULES,NSE
17700,LTGILTBEES-EQ,LTGILTBEES,NSE
17419,BANKETF-EQ,BANKETF,NSE
12024,ACI-EQ,ACI,NSE
13920,PLASTIBLEN-EQ,PLASTIBLEN,NSE
7030,ASIANENE-EQ,ASIANENE,NSE
15157,RHL-EQ,RHL,NSE
13620,ANANTRAJ-EQ,ANANTRAJ,NSE
13859,VENUSREM-EQ,VENUSREM,NSE
7401,RAJESHEXPO-EQ,RAJESHEXPO,NSE
181,ARENTERP-EQ,ARENTERP,NSE
18279,HDFCLIQUID-EQ,HDFCLIQUID,NSE
14068,SAGCEM-EQ,SAGCEM,NSE
21392,MAGADSUGAR-EQ,MAGADSUGAR,NSE
1142,GINNIFILA-EQ,GINNIFILA,NSE
530,BPL-EQ,BPL,NSE
11689,SUPRAJIT-EQ,SUPRAJIT,NSE
21959,NIFTYBETF-EQ,NIFTYBETF,NSE
18931,SUNDARAM-EQ,SUNDARAM,NSE
368,BASF-EQ,BASF,NSE
11892,VHL-EQ,VHL,NSE
3837,TOKYOPLAST-EQ,TOKYOPLAST,NSE
17758,SARDAEN-EQ,SARDAEN,NSE
13496,PFOCUS-EQ,PFOCUS,NSE
11804,SUKHJITS-EQ,SUKHJITS,NSE
1041,FINPIPE-EQ,FINPIPE,NSE
3291,STARPAPER-EQ,STARPAPER,NSE
641,DNAMEDIA-EQ,DNAMEDIA,NSE
275,AUROPHARMA-EQ,AUROPHARMA,NSE
6600,GENUSPAPER-EQ,GENUSPAPER,NSE
12848,N1NSETEST-EQ,N1NSETEST,NSE
23043,RKSWAMY-EQ,RKSWAMY,NSE
21406,AVADHSUGAR-EQ,AVADHSUGAR,NSE
18822,ENDURANCE-EQ,ENDURANCE,NSE
10440,LUPIN-EQ,LUPIN,NSE
10733,SPORTKING-EQ,SPORTKING,NSE
22739,MON100-EQ,MON100,NSE
3066,SESHAPAPER-EQ,SESHAPAPER,NSE
11971,GOLDIAM-EQ,GOLDIAM,NSE
3608,AXISHCETF-EQ,AXISHCETF,NSE
17808,QUAL30IETF-EQ,QUAL30IETF,NSE
9819,HAVELLS-EQ,HAVELLS,NSE
3024,JINDALSAW-EQ,JINDALSAW,NSE
22846,GPTHEALTH-EQ,GPTHEALTH,NSE
2463,MIDHANI-EQ,MIDHANI,NSE
1412,AGI-EQ,AGI,NSE
24781,BSLNIFTY-EQ,BSLNIFTY,NSE
3426,TATAPOWER-EQ,TATAPOWER,NSE
21986,BANKBETF-EQ,BANKBETF,NSE
17945,SUVENPHAR-EQ,SUVENPHAR,NSE
17651,POKARNA-EQ,POKARNA,NSE
2421,NILKAMAL-EQ,NILKAMAL,NSE
17186,SHRIPISTON-EQ,SHRIPISTON,NSE
3001,BSE500IETF-EQ,BSE500IETF,NSE
9253,NILAINFRA-EQ,NILAINFRA,NSE
10297,PPL-EQ,PPL,NSE
28859,PROZONER-EQ,PROZONER,NSE
8003,SILVER-EQ,SILVER,NSE
15119,EDELWEISS-EQ,EDELWEISS,NSE
7982,GRWRHITECH-EQ,GRWRHITECH,NSE
3787,WIPRO-EQ,WIPRO,NSE
7412,ALPHA-EQ,ALPHA,NSE
10948,STCINDIA-EQ,STCINDIA,NSE
29284,VMART-EQ,VMART,NSE
9309,STLTECH-EQ,STLTECH,NSE
16821,VINYLINDIA-EQ,VINYLINDIA,NSE
981,EPL-EQ,EPL,NSE
11471,EXCELINDUS-EQ,EXCELINDUS,NSE
393,GLOBE-EQ,GLOBE,NSE
11162,HARSHA-EQ,HARSHA,NSE
5449,CHEMPLASTS-EQ,CHEMPLASTS,NSE
11374,TIPSFILMS-EQ,TIPSFILMS,NSE
592,GRAPHITE-EQ,GRAPHITE,NSE
20616,SUPERHOUSE-EQ,SUPERHOUSE,NSE
2606,LEMONTREE-EQ,LEMONTREE,NSE
14260,PGIL-EQ,PGIL,NSE
11423,DATAMATICS-EQ,DATAMATICS,NSE
11580,WESTLIFE-EQ,WESTLIFE,NSE
22360,MCL-EQ,MCL,NSE
1076,ZENSARTECH-EQ,ZENSARTECH,NSE
10590,LOYALTEX-EQ,LOYALTEX,NSE
18866,MAZDA-EQ,MAZDA,NSE
1826,KAMATHOTEL-EQ,KAMATHOTEL,NSE
14063,WANBURY-EQ,WANBURY,NSE
19438,AHLEAST-EQ,AHLEAST,NSE
14788,SPARC-EQ,SPARC,NSE
583,CANFINHOME-EQ,CANFINHOME,NSE
6062,LICNETFGSC-EQ,LICNETFGSC,NSE
21828,TEXRAIL-EQ,TEXRAIL,NSE
4668,BANKBARODA-EQ,BANKBARODA,NSE
419,BEPL-EQ,BEPL,NSE
3736,WALCHANNAG-EQ,WALCHANNAG,NSE
17029,PATANJALI-EQ,PATANJALI,NSE
20374,COALINDIA-EQ,COALINDIA,NSE
3963,GOCLCORP-EQ,GOCLCORP,NSE
11155,CREATIVE-EQ,CREATIVE,NSE
2987,NAZARA-EQ,NAZARA,NSE
3646,VARDMNPOLY-EQ,VARDMNPOLY,NSE
13367,SGL-EQ,SGL,NSE
16395,MMP-EQ,MMP,NSE
14245,TVSSRICHAK-EQ,TVSSRICHAK,NSE
4306,SHRIRAMFIN-EQ,SHRIRAMFIN,NSE
12034,BASML-EQ,BASML,NSE
3626,HEALTHIETF-EQ,HEALTHIETF,NSE
19631,PRICOLLTD-EQ,PRICOLLTD,NSE
9539,SAKAR-EQ,SAKAR,NSE
25724,RUPA-EQ,RUPA,NSE
14889,ASIANTILES-EQ,ASIANTILES,NSE
4587,RAMCOIND-EQ,RAMCOIND,NSE
13111,ORIENTCER-EQ,ORIENTCER,NSE
23590,GLOSTERLTD-EQ,GLOSTERLTD,NSE
14982,CENTUM-EQ,CENTUM,NSE
5585,VIJAYA-EQ,VIJAYA,NSE
9422,SILVERTUC-EQ,SILVERTUC,NSE
2320,SMCGLOBAL-EQ,SMCGLOBAL,NSE
19084,ITBEES-EQ,ITBEES,NSE
23056,JGCHEM-EQ,JGCHEM,NSE
547,BRITANNIA-EQ,BRITANNIA,NSE
144,GODREJAGRO-EQ,GODREJAGRO,NSE
11050,SIRCA-EQ,SIRCA,NSE
4221,VISAKAIND-EQ,VISAKAIND,NSE
1811,KAKATCEM-EQ,KAKATCEM,NSE
11932,FUSION-EQ,FUSION,NSE
14957,MAGNUM-EQ,MAGNUM,NSE
3099,SHREDIGCEM-EQ,SHREDIGCEM,NSE
5578,AMIORG-EQ,AMIORG,NSE
10176,SETFNIF50-EQ,SETFNIF50,NSE
6045,PASUPTAC-EQ,PASUPTAC,NSE
4007,CORALFINAC-EQ,CORALFINAC,NSE
2829,ANURAS-EQ,ANURAS,NSE
553,RELINFRA-EQ,RELINFRA,NSE
20560,DOLLAR-EQ,DOLLAR,NSE
4693,SHYAMMETL-EQ,SHYAMMETL,NSE
8110,AWL-EQ,AWL,NSE
4598,HERITGFOOD-EQ,HERITGFOOD,NSE
24117,BBNPNBETF-EQ,BBNPNBETF,NSE
11549,TEXINFRA-EQ,TEXINFRA,NSE
22824,JUNIPER-EQ,JUNIPER,NSE
16682,PTCIL-EQ,PTCIL,NSE
21690,DIXON-EQ,DIXON,NSE
10512,CONS-EQ,CONS,NSE
17181,NEXT50-EQ,NEXT50,NSE
2844,RANEHOLDIN-EQ,RANEHOLDIN,NSE
10905,GENESYS-EQ,GENESYS,NSE
21195,GTPL-EQ,GTPL,NSE
11626,WELENT-EQ,WELENT,NSE
10277,NGLFINE-EQ,NGLFINE,NSE
10723,INFRAIETF-EQ,INFRAIETF,NSE
9348,IOB-EQ,IOB,NSE
5264,PDSL-EQ,PDSL,NSE
6606,EQUAL50ADD-EQ,EQUAL50ADD,NSE
7390,SUPRIYA-EQ,SUPRIYA,NSE
13400,BHAGERIA-EQ,BHAGERIA,NSE
14552,PHOENIXLTD-EQ,PHOENIXLTD,NSE
15049,ENERGYDEV-EQ,ENERGYDEV,NSE
17130,PARAGMILK-EQ,PARAGMILK,NSE
14966,CSBBANK-EQ,CSBBANK,NSE
8311,BLUESTARCO-EQ,BLUESTARCO,NSE
6462,TECH-EQ,TECH,NSE
11530,EMIL-EQ,EMIL,NSE
9480,LICI-EQ,LICI,NSE
14924,LAL-EQ,LAL,NSE
13290,BLKASHYAP-EQ,BLKASHYAP,NSE
2316,HEIDELBERG-EQ,HEIDELBERG,NSE
6068,AIROLAM-EQ,AIROLAM,NSE
5162,TATVA-EQ,TATVA,NSE
21501,SIS-EQ,SIS,NSE
1267,GUJALKALI-EQ,GUJALKALI,NSE
11606,GUFICBIO-EQ,GUFICBIO,NSE
14848,ALPA-EQ,ALPA,NSE
1053,UFLEX-EQ,UFLEX,NSE
14058,SANGHVIMOV-EQ,SANGHVIMOV,NSE
14361,APOLLOPIPE-EQ,APOLLOPIPE,NSE
13950,LIQUID1-EQ,LIQUID1,NSE
4548,GUJRAFFIA-EQ,GUJRAFFIA,NSE
16045,PRINCEPIPE-EQ,PRINCEPIPE,NSE
9354,TAJGVK-EQ,TAJGVK,NSE
17507,INCREDIBLE-EQ,INCREDIBLE,NSE
12009,IMPAL-EQ,IMPAL,NSE
19813,HONASA-EQ,HONASA,NSE
11630,NTPC-EQ,NTPC,NSE
11260,HDFCVALUE-EQ,HDFCVALUE,NSE
3481,THOMASCOOK-EQ,THOMASCOOK,NSE
14096,SIYSIL-EQ,SIYSIL,NSE
31258,NDL-EQ,NDL,NSE
13648,TALBROAUTO-EQ,TALBROAUTO,NSE
3694,VINDHYATEL-EQ,VINDHYATEL,NSE
14134,PITTIENG-EQ,PITTIENG,NSE
513,BOMDYEING-EQ,BOMDYEING,NSE
5068,SHEMAROO-EQ,SHEMAROO,NSE
916,EIDPARRY-EQ,EIDPARRY,NSE
14813,ADSL-EQ,ADSL,NSE
6848,GREENLAM-EQ,GREENLAM,NSE
17738,YATHARTH-EQ,YATHARTH,NSE
11966,BIKAJI-EQ,BIKAJI,NSE
381,SINTERCOM-EQ,SINTERCOM,NSE
8077,MIDCAP-EQ,MIDCAP,NSE
21957,INDTERRAIN-EQ,INDTERRAIN,NSE
8080,SILVERBEES-EQ,SILVERBEES,NSE
21275,SUMMITSEC-EQ,SUMMITSEC,NSE
1624,IOC-EQ,IOC,NSE
20413,IOLCP-EQ,IOLCP,NSE
1937,KREBSBIO-EQ,KREBSBIO,NSE
5633,J&KBANK-EQ,J&KBANK,NSE
9592,VENUSPIPES-EQ,VENUSPIPES,NSE
471,OSWALGREEN-EQ,OSWALGREEN,NSE
3138,HONDAPOWER-EQ,HONDAPOWER,NSE
1949,KSB-EQ,KSB,NSE
15362,VGUARD-EQ,VGUARD,NSE
7791,UNIINFO-EQ,UNIINFO,NSE
14286,GOLDETF-EQ,GOLDETF,NSE
1044,AXISBNKETF-EQ,AXISBNKETF,NSE
11452,CCL-EQ,CCL,NSE
10893,DBOL-EQ,DBOL,NSE
3546,TTKPRESTIG-EQ,TTKPRESTIG,NSE
1250,CASTROLIND-EQ,CASTROLIND,NSE
14657,INSECTICID-EQ,INSECTICID,NSE
10945,TMB-EQ,TMB,NSE
7406,GLENMARK-EQ,GLENMARK,NSE
24948,LTF-EQ,LTF,NSE
15129,RGL-EQ,RGL,NSE
14732,DLF-EQ,DLF,NSE
13457,KAMDHENU-EQ,KAMDHENU,NSE
11536,TCS-EQ,TCS,NSE
13116,QUICKHEAL-EQ,QUICKHEAL,NSE
21749,CAPACITE-EQ,CAPACITE,NSE
13310,KEI-EQ,KEI,NSE
3009,KOHINOOR-EQ,KOHINOOR,NSE
13218,SULA-EQ,SULA,NSE
15146,JYOTHYLAB-EQ,JYOTHYLAB,NSE
2492,SILGO-EQ,SILGO,NSE
5204,GMDCLTD-EQ,GMDCLTD,NSE
3127,BARBEQUE-EQ,BARBEQUE,NSE
17207,ITETFADD-EQ,ITETFADD,NSE
350,BANARISUG-EQ,BANARISUG,NSE
22947,EXICOM-EQ,EXICOM,NSE
14755,041NSETEST-EQ,041NSETEST,NSE
634,IGARASHI-EQ,IGARASHI,NSE
1521,INDIAGLYCO-EQ,INDIAGLYCO,NSE
11796,HPIL-EQ,HPIL,NSE
11359,DHANBANK-EQ,DHANBANK,NSE
4907,ENGINERSIN-EQ,ENGINERSIN,NSE
1508,ASTERDM-EQ,ASTERDM,NSE
2259,MOREPENLAB-EQ,MOREPENLAB,NSE
17270,ASPINWALL-EQ,ASPINWALL,NSE
703,DICIND-EQ,DICIND,NSE
22901,GOLDCASE-EQ,GOLDCASE,NSE
14459,LEXUS-EQ,LEXUS,NSE
14309,INDIANB-EQ,INDIANB,NSE
1994,LIBERTSHOE-EQ,LIBERTSHOE,NSE
2412,PEL-EQ,PEL,NSE
2283,MRPL-EQ,MRPL,NSE
128,ROUTE-EQ,ROUTE,NSE
1424,HINDZINC-EQ,HINDZINC,NSE
24403,ASHIANA-EQ,ASHIANA,NSE
14793,MEGASOFT-EQ,MEGASOFT,NSE
22277,WORTH-EQ,WORTH,NSE
13580,RADIANTCMS-EQ,RADIANTCMS,NSE
11987,ICIL-EQ,ICIL,NSE
14230,HDFCBSE500-EQ,HDFCBSE500,NSE
14838,DECCANCE-EQ,DECCANCE,NSE
20178,AKSHARCHEM-EQ,AKSHARCHEM,NSE
14485,THEMISMED-EQ,THEMISMED,NSE
25468,PAISALO-EQ,PAISALO,NSE
19126,KIOCL-EQ,KIOCL,NSE
17933,BEARDSELL-EQ,BEARDSELL,NSE
5366,WINDLAS-EQ,WINDLAS,NSE
6297,HEALTHY-EQ,HEALTHY,NSE
14772,101NSETEST-EQ,101NSETEST,NSE
12032,FIVESTAR-EQ,FIVESTAR,NSE
1922,KOTAKBANK-EQ,KOTAKBANK,NSE
1660,ITC-EQ,ITC,NSE
14537,DISHTV-EQ,DISHTV,NSE
2598,AMJLAND-EQ,AMJLAND,NSE
19597,IRMENERGY-EQ,IRMENERGY,NSE
3339,SUNDARMFIN-EQ,SUNDARMFIN,NSE
14972,KSCL-EQ,KSCL,NSE
15342,SHALPAINTS-EQ,SHALPAINTS,NSE
1174,GNFC-EQ,GNFC,NSE
23647,FILATFASH-EQ,FILATFASH,NSE
12978,NPBET-EQ,NPBET,NSE
14843,VIPCLOTHNG-EQ,VIPCLOTHNG,NSE
12173,HNDFDS-EQ,HNDFDS,NSE
13941,PRAENG-EQ,PRAENG,NSE
18755,KALAMANDIR-EQ,KALAMANDIR,NSE
11032,SANGINITA-EQ,SANGINITA,NSE
11582,TRACXN-EQ,TRACXN,NSE
19525,IITL-EQ,IITL,NSE
4822,DODLA-EQ,DODLA,NSE
2435,CONSUMBEES-EQ,CONSUMBEES,NSE
4656,SBCL-EQ,SBCL,NSE
